,,header_0,header_1,header_2,header_3,header_4,header_5,header_6,header_7,header_8,header_9
order,Hemiptera,1.6665368,1.1003214,1.054178,1.0060223,1.2489687,1.5057101,1.3383142,0.84808564,0.80022377,0.9888148
order,Heterodontiformes,2.4249377,0.41521454,0.41509345,2.903336,0.39673385,0.39695686,0.38833624,0.4027104,0.40614396,0.396839
order,Holothuriida,0.0,0.0067658233,0.0061763236,0.0061763236,0.008734641,0.0,0.00478416,0.00478416,0.0027621358,0.0067658233
order,Hookeriales,0.00390625,0.0,0.0,0.0,0.0078125,0.0,0.0,0.00478416,0.00390625,0.0
order,Hymenochaetales,0.62685394,0.6591387,0.64727426,0.64547926,0.64234316,2.9161708,2.5544822,2.9064708,0.64789015,0.6500853
order,Hymenophyllales,3.2102551,0.83392525,3.1444716,0.6553907,0.67815965,2.9442923,0.6725418,0.6646416,5.284079,0.67870516
order,Hymenoptera,1.958087,1.1162635,1.0174373,0.88738096,1.517172,1.9127921,1.7589015,0.9461849,1.1920663,1.0889474
order,Hypnales,2.3194437,0.6067879,0.60618114,0.60642,1.7778459,2.6432106,0.7760458,0.60270745,0.59872806,0.59474003
order,Hypocreales,0.0061763236,0.0,0.007307925,0.0055242716,0.007307925,0.00390625,0.0027621358,0.0,0.0,0.008734641
order,Isopoda,1.6165009,0.73039305,1.4543076,0.72587514,1.4504035,1.2036293,1.1317337,0.7219342,0.73696935,0.7223792
order,Ixodida,0.68406785,0.6072458,0.61465144,0.6017848,1.0790823,1.3108492,0.7968935,0.60223913,0.60850316,0.59933186
order,Julida,0.45952755,0.38966286,0.40217012,0.39269173,1.2449514,0.4011659,0.4138914,3.5257983,0.4058873,0.4125211
order,Lagomorpha,1.9393429,0.7001548,0.6909406,0.68771243,1.7256545,0.8924227,0.69160074,0.6887529,0.69822305,2.48402
order,Lamiales,2.779045,1.7782046,2.0706682,1.9018228,2.8644173,2.4083452,2.230122,1.9233316,2.0563948,1.8742096
order,Lamniformes,0.4117456,0.4183382,0.38828385,0.4064847,2.6478202,0.40361932,0.4030458,0.41741103,0.39397943,6.922738
order,Laurales,1.5281576,0.7264276,2.309028,0.7260843,0.7278814,2.8753953,2.9956422,3.7036402,2.577241,3.3099928
order,Lecanorales,2.060591,1.284547,1.036147,0.77132356,1.3173108,1.4164746,1.6425107,1.3177998,1.2949133,0.8167623
order,Lecideales,0.00390625,0.0,0.0,0.0,0.0027621358,0.0,0.0,0.0027621358,0.0,0.0027621358
order,Leotiales,0.00478416,0.007307925,0.0061763236,0.0078125,0.0,0.007307925,0.0,0.0,0.0078125,0.011048543
order,Lepetellida,2.0001173,0.656408,2.0631073,0.7817931,2.169736,0.66589993,0.6693598,0.860046,0.85811114,0.7735692
order,Lepidoptera,1.8496376,0.9077651,1.199766,1.1268966,1.513069,1.5222538,1.2869364,0.9927633,0.9440484,0.9367412
order,Lepisosteiformes,0.0027621358,0.0,0.00390625,0.0,0.0067658233,0.0,0.0,0.0,0.00390625,0.00956832
order,Leptothecata,0.0,0.0061763236,0.0,0.0,0.0078125,0.0027621358,0.0,0.0,0.00390625,0.00478416
order,Leucodontales,0.00478416,0.008734641,0.0,0.0,0.007307925,0.0,0.007307925,0.0,0.0,0.00478416
order,Lichida,0.012352647,0.00390625,0.0,0.0055242716,0.00478416,0.0,0.0027621358,0.0027621358,0.0,0.010697707
order,Liliales,2.8284786,2.4915035,1.8958449,1.8326782,2.7516756,2.767231,2.4387677,1.3700565,1.3749146,1.9411116
order,Littorinimorpha,1.9469888,0.76286536,1.5998069,0.77405095,1.444042,1.0099217,0.8425359,1.4305426,0.7636871,0.7635553
order,Lophiiformes,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0061763236,0.0027621358,0.0,0.0078125
order,Lycopodiales,1.4186392,0.72624534,3.2437863,1.8790414,0.73354036,1.6165209,2.6520827,4.063349,0.72491187,0.72453
order,Magnoliales,2.8071527,5.3179545,2.9270544,0.6860647,0.8216742,4.472675,0.6994022,3.303311,0.6823554,0.8499317
order,Malpighiales,2.379949,2.088224,2.2107105,1.8363928,3.0618658,2.3644845,3.0240178,2.492452,1.9710823,2.1488974
order,Malvales,2.492976,1.5656867,2.3371902,2.8229728,1.8471369,2.708751,2.6090698,2.4366736,2.5720246,1.1751451
order,Mantodea,2.3080888,0.7461493,1.176214,0.74687546,1.947965,0.7557274,1.4837815,0.7463664,0.7585972,0.74798644
order,Marattiales,0.0,0.0,0.0,0.00390625,0.00390625,0.00478416,0.008286407,0.0,0.0,0.0
order,Marchantiales,3.523318,3.034416,0.64611936,0.648581,0.67065966,1.4663252,0.6530632,0.63976467,0.64871585,0.63774157
order,Mecoptera,1.8519621,0.39597148,0.40386853,0.39655274,0.4247374,0.40357915,0.39994496,0.39601725,0.4167651,0.40993127
order,Megaloptera,0.0,0.0061763236,0.0078125,0.0,0.0,0.0,0.0,0.0027621358,0.0,0.0
order,Melanosporales,0.00390625,0.0067658233,0.0,0.007307925,0.0078125,0.0,0.0061763236,0.0,0.0,0.0
order,Microascales,0.53004605,0.5387388,0.5393195,0.53450435,0.53560984,2.1964734,2.9610064,0.5488339,0.54786867,0.5227979
order,Miliolida,0.53458357,6.4840474,5.0937853,4.5464697,0.5244503,0.5410136,0.73824775,0.54392684,0.5325904,0.5290233
order,Monotremata,0.44394192,0.39686263,1.8428724,0.3993662,0.40865332,0.3916377,2.571402,0.41278687,0.39888304,0.40034762
order,Mugiliformes,0.00478416,0.00956832,0.00390625,0.0061763236,0.0,0.0,0.0078125,0.0,0.0,0.00478416
order,Musophagiformes,0.0,0.0,0.0,0.0,0.0,0.00478416,0.0061763236,0.0,0.0055242716,0.00390625
order,Myida,1.1930734,0.5277612,1.079417,0.5219366,1.4530547,0.55584943,0.5925357,0.92460614,0.5560371,1.2997495
order,Myliobatiformes,1.6850839,0.7355534,0.7225089,2.1795216,0.7398848,2.094081,0.9341563,2.5333576,0.8360678,3.0060372
order,Myrtales,2.889987,2.6241736,2.41487,2.3429973,1.6580695,2.7699018,2.7799017,1.5707021,1.5140992,2.2983782
order,Mytilida,1.4491023,0.6720387,3.5241592,0.66750616,0.66823477,2.0029569,0.8019748,1.7828653,0.6788932,0.6631754
order,Neogastropoda,2.2269576,1.3501171,1.1695979,0.776413,1.2999178,1.8799309,0.87307125,0.7730926,0.77560616,0.7765104
order,Neuroptera,1.7938129,0.64807457,0.64438593,0.6491877,1.733572,0.65829164,1.509064,0.6427049,0.6538045,0.64707303
order,Not assigned,2.2577474,1.2182372,0.7698539,0.7734712,1.9968085,2.540182,1.414945,1.84446,0.77177477,0.76904917
order,Nudibranchia,1.9575576,0.7831618,1.2188227,1.6930538,1.6960194,1.360984,1.1416844,1.3816365,0.78362167,1.0935539
order,Nymphaeales,0.8019109,3.0994122,0.7154733,0.71597785,4.3948255,0.69962424,0.70994663,6.562161,0.7031017,0.7037804
order,Octopoda,1.2891344,0.6398287,2.1224911,1.7612144,0.63912964,0.65463054,1.54701,0.8016227,0.64504194,2.4574437
order,Odonata,1.6684005,0.9870411,0.95747226,0.9850148,1.4633579,1.253375,1.2530644,1.0485126,0.81755626,0.8691542
order,Ophioglossales,0.5387245,6.0443616,5.7928057,0.54982066,0.5290386,0.53027236,0.5324279,0.54920113,0.5350437,5.1062226
order,Opiliones,3.3079684,0.69265515,3.0952969,0.8254177,0.69581,1.6240927,1.2145914,0.70154935,0.69564456,1.8977021
order,Opisthocomiformes,0.0,0.0,0.00390625,0.00390625,0.0,0.0,0.0,0.0,0.00956832,0.0091609685
order,Orectolobiformes,0.55269337,0.5508641,0.546296,0.5441209,5.3153048,5.4014945,0.53837484,0.53166234,0.5385518,0.53197503
order,Orthocerida,0.0,0.0,0.0,0.0,0.0078125,0.0027621358,0.0,0.0,0.0,0.0027621358
order,Orthoptera,1.6052142,0.7941548,1.1810107,0.90294826,1.2821283,1.3965307,1.4337726,0.7897861,0.80581164,0.80831355
order,Osmundales,2.547991,0.53475416,0.5410374,0.5404784,2.6617057,3.4719374,0.5345426,0.53281456,0.5349631,0.5351808
order,Ostreida,0.0,0.0,0.0,0.0,0.0067658233,0.0,0.0,0.0,0.0,0.0
order,Ostropales,1.1895374,0.4340347,0.39035952,0.4196825,0.4178104,1.2323854,0.4011616,0.41555554,0.9793741,0.40039182
order,Otidiformes,0.9867709,0.5353771,0.52781767,0.53789026,1.8661239,0.54216444,0.55744296,0.5269438,0.5323651,0.5542814
order,Oxalidales,1.8811164,2.5744934,1.6574155,1.4513198,1.4769732,1.8855972,2.6126184,1.803245,3.060868,5.426005
order,Pandanales,0.39852536,0.4031813,3.7129257,0.38800874,4.267977,0.41168913,0.41854677,0.40024102,0.40925503,0.40728152
order,Passeriformes,1.7525139,0.8520662,1.1514707,1.1809468,1.3853675,1.3572104,1.252528,0.9172028,0.86762536,1.0089993
order,Pectinida,0.63446397,0.64168066,0.6414849,0.81882733,0.65793896,1.928464,1.3821824,2.4577153,0.6454112,0.63862765
order,Pedinellales,0.0061763236,0.007307925,0.0,0.0,0.0,0.0,0.0,0.0,0.0027621358,0.0
order,Pelecaniformes,1.7404842,1.0425667,1.4072474,1.0137397,1.7502714,1.6380515,1.7041134,0.7911963,0.7890751,0.7874135
order,Peltigerales,1.76995,0.727028,1.547429,0.72556674,3.16215,1.6265227,0.72551394,0.8182203,0.72056663,0.7284577
order,Perciformes,2.2694888,1.0724721,1.6906006,1.4587232,2.1743948,1.7343379,1.8428682,1.1017315,1.074192,1.1050875
order,Perissodactyla,1.6438836,0.59244466,0.6007074,0.61703116,2.0461807,2.5365975,0.5968205,0.5998027,0.6083162,0.607789
order,Pertusariales,1.2205075,0.39638454,0.41157204,2.600657,0.4155708,0.40677273,0.40691978,0.38956046,0.40389574,0.40044087
order,Pezizales,2.039462,2.0173545,4.8055263,3.1831527,2.4368417,0.7388131,1.3985215,0.7416296,2.2249174,0.7447553
order,Phaethontiformes,1.6801525,0.3986397,0.3985524,0.40769935,0.42023742,1.6312658,0.4261971,0.39998668,0.4074086,0.41400623
order,Phallales,3.6011846,0.7237649,0.7295833,0.7319376,0.7160865,0.7209749,3.3512049,0.82667327,0.7253077,0.73468256
order,Phasmida,1.101264,0.6033293,0.83398575,0.5975822,1.3418447,0.6022294,0.5999561,0.62083054,0.6162233,0.619217
order,Phoenicopteriformes,2.4345284,0.40040618,0.40412837,2.2636929,0.393037,0.39559746,0.39377204,0.41715407,0.40820712,0.39365062
order,Phyllodocida,0.0,0.00478416,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0055242716
order,Physarales,0.4334675,0.3894206,0.41637048,0.42131966,0.7023474,1.6696427,0.41241473,0.40345213,0.40831083,0.39984813
order,Piciformes,1.3221893,1.0655859,0.97417337,0.8194146,1.4411976,1.4235061,1.0456189,0.7984346,0.78610224,0.7861655
order,Pilosa,2.4128063,0.522504,2.8592818,0.5474772,2.1186228,0.55376023,0.54293025,0.55355394,0.5396795,0.537896
order,Pinales,3.7194078,2.96693,2.2898555,2.0499218,2.3005538,2.7134657,2.452232,2.7150152,1.5369844,1.9052978
order,Piperales,4.259543,0.7309949,0.7347481,0.72184825,1.7903049,2.9087331,0.80015093,3.6200414,0.7293359,0.7393613
order,Pleurobranchida,0.0,0.0,0.0,0.0,0.007307925,0.0055242716,0.00390625,0.0,0.0,0.011048543
order,Poales,3.2401445,1.7854606,1.8141915,2.5695755,2.484997,2.7984407,2.5787191,2.1016781,1.7805768,1.9441215
order,Podicipediformes,1.0872662,2.3591623,0.69854915,0.6976372,1.3564961,2.2665122,1.333303,0.7048682,0.70847136,0.7060569
order,Polycladida,0.0055242716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027621358,0.0027621358
order,Polydesmida,0.0055242716,0.0,0.0027621358,0.0078125,0.0,0.00478416,0.0,0.0061763236,0.0,0.0
order,Polypodiales,3.2005436,2.462374,1.975245,1.4854239,1.9270214,2.6196544,1.9234247,2.4001832,1.3953843,1.472801
order,Polyporales,2.2478309,1.542866,1.4260321,1.0626358,1.5584254,2.6919708,2.1213477,1.9136164,2.1113591,0.788111
order,Polytrichales,1.9255091,0.55040294,0.54164565,0.5410015,3.7293906,0.54639745,0.54191136,0.5429748,0.5515374,6.738827
order,Pottiales,0.6856109,0.39455086,0.39314717,0.41660964,0.4061995,0.40925837,3.4120812,0.421286,0.41815302,1.4583656
order,Primates,1.9259547,0.7540458,2.0200815,0.75522923,0.9195049,1.1613618,0.99408436,0.76202977,0.7535763,0.7547843
order,Proboscidea,0.00956832,0.00478416,0.010334966,0.00390625,0.0,0.0061763236,0.0067658233,0.0,0.0,0.0
order,Procellariiformes,1.879899,0.7104675,0.70106936,1.6068156,0.94001997,1.0994862,0.9303034,0.70718145,0.7144159,0.69354963
order,Proetida,0.0,0.0,0.0,0.0,0.00390625,0.0,0.00478416,0.0,0.0,0.0
order,Proteales,2.6684537,1.7245469,2.819807,0.8155521,4.2958293,2.5534968,1.656871,0.80134624,2.4860554,3.232428
order,Psilotales,2.6881297,0.5450977,3.6643085,0.54199874,0.5454355,2.8640945,0.54082835,0.531463,0.56305283,0.54661417
order,Psittaciformes,1.7320764,0.81850517,1.6247075,0.7811317,1.7324021,0.809431,2.3753066,0.7748483,0.7782857,0.776991
order,Psocodea,0.5380817,0.52912796,0.5390036,0.5353058,4.5795407,0.73336816,3.159923,0.5231865,0.5491904,0.5564971
order,Pucciniales,0.83623695,0.53636473,0.5474683,0.55034906,1.5520439,1.1103032,0.53367114,0.5438697,0.5375578,0.5438427
order,Pyrenulales,0.0,0.00390625,0.0,0.00390625,0.0,0.011048543,0.0,0.0078125,0.0,0.0
order,Ranunculales,3.1312766,1.4567491,1.3626176,1.5483557,2.7292554,2.6603687,2.3155794,2.1143665,1.9882944,1.9993908
order,Rheiformes,0.0067658233,0.0,0.0,0.0055242716,0.0,0.0027621358,0.0,0.0,0.0,0.00390625
order,Rhinopristiformes,1.5167614,0.54344153,0.5205266,0.54969335,0.5763906,1.9510802,0.55125856,0.52503556,0.54059976,3.8197625
order,Rhizostomeae,0.008734641,0.0061763236,0.0061763236,0.0,0.0,0.0061763236,0.008734641,0.0,0.00390625,0.011048543
order,Rhynchocephalia,0.00956832,0.0,0.0061763236,0.00390625,0.00390625,0.00390625,0.0,0.0027621358,0.0091609685,0.0
order,Rhytismatales,0.62302816,0.3996383,0.39595726,2.9005647,2.1247053,0.40609172,0.41097736,0.4009633,0.3938369,0.39560065
order,Rodentia,1.9887019,1.2773219,1.2471915,0.83988184,1.3598443,1.7054533,1.1511683,1.2119496,0.7928269,1.065397
order,Rosales,2.242226,2.2397013,2.2403653,2.007269,2.8613098,2.853574,2.6773446,1.827594,1.6948372,2.1101766
order,Rotaliida,0.0,0.00478416,0.0,0.00390625,0.0,0.0,0.0061763236,0.00390625,0.0,0.0
order,Russulales,2.529351,1.9550394,1.5199319,0.7577424,2.5652568,3.501329,1.4717969,1.7591524,0.75962895,2.3963265
order,Sabellida,1.309458,0.5961215,0.61461776,0.60942984,1.6172479,1.1292745,0.59317464,0.6032126,0.61192787,0.5922873
order,Salmoniformes,1.790294,2.3621967,0.6898416,1.7761174,0.6828184,1.745898,0.6931101,3.1097422,0.69476783,2.2073796
order,Salviniales,0.53578115,0.5228363,0.52919906,0.53014785,3.5395837,0.55291826,0.5476253,0.5241135,0.5390528,3.6207035
order,Santalales,2.5796385,0.7809675,2.8310742,2.5624468,3.488362,0.724454,1.879956,1.9051403,0.72347474,0.71664095
order,Sapindales,4.1139407,0.81334114,2.6388955,2.2295055,3.3082585,2.735642,1.5599444,1.2281101,2.022573,1.4046524
order,Saxifragales,1.7042092,2.1299613,2.3191218,2.3041313,3.2176611,2.49712,2.4566905,2.495579,2.0003102,2.3588793
order,Schizaeales,0.3975773,0.411732,0.409352,4.76064,0.39317733,0.39025122,2.4237967,0.40350235,0.42185912,0.42072713
order,Scleractinia,1.9252703,0.62028587,0.59765,0.6079445,0.60138315,0.6135056,0.59852266,4.1987524,0.604497,0.8416334
order,Scolopendromorpha,0.8946613,0.52935475,0.5297647,0.52841794,0.5975157,0.58440673,0.5409606,0.5301498,0.5317796,0.55182284
order,Scorpaeniformes,2.6185083,0.691948,0.69520825,0.6977441,2.5982594,1.1648622,2.0166829,0.68900853,0.67723954,0.6993514
order,Scorpiones,0.8665066,0.6918296,0.6934106,0.8139724,0.8154503,0.73466426,1.3892225,0.6866933,0.68459255,0.6960689
order,Sebacinales,0.0067658233,0.0,0.0,0.0,0.0,0.0,0.007307925,0.0,0.0,0.0055242716
order,Selaginellales,0.5418954,0.5298639,0.5334473,0.5313849,3.2578964,0.52327937,4.0274353,6.1758485,0.53237045,0.53269136
order,Semaeostomeae,0.3890275,0.40456402,0.41695368,0.396821,0.4046635,0.41066498,1.8348889,0.41120186,0.70772386,0.41783887
order,Sepiida,0.0,0.0,0.0027621358,0.0061763236,0.0,0.00390625,0.00390625,0.0,0.0,0.0
order,Siluriformes,0.6160153,0.5959951,2.1124184,0.61066425,0.6176096,2.2608109,0.60813415,4.063446,0.61181474,0.612818
order,Siphonariida,0.0,0.0,0.0,0.0,0.0,0.0,0.0061763236,0.0,0.0,0.0
order,Siphonophorae,0.0,0.0,0.0,0.0,0.0027621358,0.007307925,0.0067658233,0.00478416,0.0,0.0067658233
order,Solanales,1.8808777,1.7872286,3.0104783,1.8698161,2.859651,3.0598574,2.748984,1.160307,2.8369732,0.8160296
order,Soricomorpha,2.0516531,0.546568,0.54797286,0.5375102,0.53237516,0.53849477,2.1712785,0.54687405,0.5223662,0.5237246
order,Spathidiida,0.40824836,0.4154937,0.39529806,4.5729365,0.40187192,2.719401,0.39165604,0.41775867,0.39565164,0.427807
order,Sphenisciformes,1.8119142,0.64125204,2.033759,0.64869034,0.64813167,1.5648843,2.038908,1.9860276,0.63766253,0.6523094
order,Spinulosida,0.0,0.0061763236,0.0,0.0,0.0,0.00390625,0.0027621358,0.0,0.008734641,0.0061763236
order,Spirobolida,1.2512583,0.58638114,0.6045371,0.97804004,0.8155265,0.6139137,1.3226063,0.61292595,0.6020939,0.61047995
order,Squamata,2.361677,1.0836432,1.1083941,1.5900854,1.716694,1.7147058,1.7715577,1.0823599,1.1863532,1.1943582
order,Stemonitidales,0.0,0.00390625,0.0027621358,0.0027621358,0.0,0.00478416,0.0027621358,0.0,0.0078125,0.0
order,Stolidobranchia,1.2009672,0.40263045,0.40462816,0.70236564,0.57547295,0.42324293,0.6399978,0.39353526,0.39321968,0.40427554
order,Strigiformes,1.9832057,0.7712935,1.0758016,0.8107693,1.27867,1.5613472,1.4947654,1.2598898,0.7685913,0.76923853
order,Stylommatophora,2.6340356,0.8051972,1.0888238,0.7850349,1.2471951,1.5659584,1.2890774,0.80540395,0.78875726,0.7813265
order,Suliformes,1.3351179,0.77051526,1.0850264,0.75771713,0.991424,1.8832005,1.3636111,1.9163756,0.7726513,0.7659432
order,Syngnathiformes,1.5881724,0.72135055,0.7220721,2.2364304,1.9873563,2.0320756,1.5237885,0.7297672,0.7273677,0.72723716
order,Systellommatophora,0.00390625,0.0061763236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
order,Teloschistales,1.6211529,0.64603233,0.6518331,0.6411914,1.3709785,1.4368514,0.64413714,0.6492023,0.63908887,0.65482473
order,Testudines,2.050908,1.1971488,1.0340471,2.2789996,2.0071793,1.6653904,2.041317,0.81262,1.2978909,1.2828708
order,Tetraodontiformes,1.7578828,1.0484877,2.0951445,1.3188183,1.4164914,1.5260408,1.4040048,1.0444424,1.2269846,1.24108
order,Textulariida,0.4292162,0.4037649,3.7276564,0.4099145,0.3937251,2.8702173,0.40715748,0.40900242,0.4137261,0.39226827
order,Thelephorales,0.0,0.00478416,0.0027621358,0.007307925,0.0,0.00390625,0.008734641,0.0,0.0078125,0.00478416
order,Trachymedusae,0.00390625,0.008734641,0.0,0.0,0.0027621358,0.0,0.0,0.00478416,0.0,0.0
order,Tremellales,2.3453412,2.172453,1.543938,0.6931834,0.699852,1.024425,0.6886988,0.6976452,0.6955028,0.69077075
order,Trochida,1.2330955,0.8199143,0.643397,0.81979936,0.6598125,1.3317382,0.64104515,2.6064901,1.9000278,0.64418167
order,Trogoniformes,2.4456382,0.6802909,0.7030494,1.8246825,1.079168,1.8121574,0.68178606,0.6978814,0.69967,0.6928836
order,Trombidiformes,0.0067658233,0.00390625,0.0,0.0055242716,0.00478416,0.0,0.0,0.0061763236,0.00478416,0.0061763236
order,Tubulidentata,0.0,0.0078125,0.0,0.0,0.0078125,0.0061763236,0.00956832,0.0,0.0,0.0
order,Unionida,1.7062438,0.54555684,0.5357372,0.53676564,0.5633841,1.9489635,1.5294459,0.53968203,0.5245769,0.546097
order,Uropygi,0.0,0.010334966,0.0067658233,0.0,0.0078125,0.0,0.0,0.00390625,0.0,0.00390625
order,Valvatida,2.1462617,0.71779484,0.8437122,0.7245769,1.1068832,1.4940505,0.71648604,0.71425796,0.7175117,2.0151427
order,Venerida,1.3199584,0.6380506,0.64469856,0.6525267,1.7356808,0.64323634,2.1718125,0.6479971,0.63936776,1.4334632
order,Vitales,2.194734,1.8913003,1.5754415,2.6157238,1.5532898,1.555155,0.7317228,2.9499526,3.203928,3.7978923
order,Xiphosurida,0.0,0.0,0.0,0.0,0.0078125,0.0078125,0.0,0.0,0.0061763236,0.0
order,Xylariales,0.41130674,0.40254164,0.3951725,0.3915012,0.40295726,2.4395463,0.3874178,2.6592922,0.40229583,0.41195032
order,Zingiberales,4.082605,0.71679574,0.72114784,2.1585379,2.4816427,2.097863,1.4113789,0.71438724,2.1720328,3.0241456
order,Zygophyllales,1.7825004,0.63093823,4.9273486,3.3355083,0.7934245,0.7721568,0.6427263,0.65117663,3.5259857,0.64823264
family,Abronicidae,0.0055242716,0.007307925,0.008286407,0.0,0.0061763236,0.0,0.00390625,0.00390625,0.0,0.0027621358
family,Acanaloniidae,0.84110326,0.41417554,0.3994295,0.38817093,0.3918365,1.3616405,0.8822603,0.4171049,0.39168552,0.39716497
family,Acanthaceae,2.775959,2.2630067,1.389967,0.74175805,2.6436632,1.5460278,1.3167108,3.9870284,0.74376386,2.2578664
family,Acanthasteridae,0.0,0.0,0.0,0.0067658233,0.0,0.0027621358,0.0,0.0,0.0055242716,0.0
family,Acanthisittidae,0.42841017,0.3888275,0.3979561,0.38430113,2.2376068,0.45251298,0.40141273,0.39203,0.40121228,0.40079108
family,Acanthizidae,0.76365876,0.5397091,0.538209,0.54159117,1.0275913,0.5607098,0.53538793,0.5402385,0.53562057,0.5436772
family,Acanthochitonidae,0.40612108,0.3785866,0.4092052,1.7317194,1.6910933,0.41022134,0.4245535,0.39290836,0.4227624,0.7514095
family,Acanthocystidae,0.00478416,0.0,0.0,0.0,0.0,0.0,0.0055242716,0.0,0.011048543,0.0
family,Acanthosomatidae,0.95252514,0.60006523,0.6027934,0.6095054,0.6125431,0.6047238,0.6064837,0.6120877,0.6113808,1.7196949
family,Acanthuridae,1.2598659,2.508567,3.5048685,1.2904145,1.156678,1.1894796,2.0140634,0.75567853,2.3431962,0.84882206
family,Accipitridae,2.6895394,1.0902909,1.6776255,1.2212886,1.0894397,1.4430143,1.6072593,1.4072282,0.7900053,0.78755736
family,Acmaeidae,0.0,0.0,0.0067658233,0.00390625,0.0055242716,0.010334966,0.0,0.00478416,0.00478416,0.0
family,Acoraceae,0.0,0.0,0.0061763236,0.00390625,0.0067658233,0.0055242716,0.00478416,0.0,0.0055242716,0.00478416
family,Acrididae,1.7538204,0.77816087,0.81158024,0.7974788,1.2279512,1.2456203,1.6202633,0.7783546,0.775261,0.779219
family,Acrocephalidae,0.41656,0.4211922,0.4055788,0.4065377,0.7900041,1.9063402,0.6962362,0.40805703,0.41321462,0.41908416
family,Acrolophidae,1.0833557,0.39452642,0.4112911,0.39590615,0.6565242,0.39265606,0.40314925,0.42704976,0.3971681,0.40667635
family,Acroporidae,0.0,0.0,0.00390625,0.0,0.0,0.0027621358,0.0067658233,0.0,0.0,0.0055242716
family,Actiniidae,1.6631969,1.5590166,0.75293297,0.80520004,1.6485231,1.123017,1.9159358,1.1923207,0.7457948,0.7580202
family,Actinocyclidae,0.00478416,0.0,0.0,0.0,0.0027621358,0.0078125,0.0,0.00478416,0.0067658233,0.0
family,Adelidae,1.1874744,0.54732937,0.5237721,0.784746,1.7950876,0.5539385,0.53120583,0.5426761,0.5379944,0.5363194
family,Adoxaceae,3.3429234,0.7351831,1.7195914,2.100934,1.9204913,2.80326,1.8743964,2.6362233,2.8963933,4.5383344
family,Aegithalidae,1.0072881,0.40036735,1.6575879,0.42685723,0.40623707,0.39406928,0.40239865,0.40468955,0.39823252,0.41949475
family,Aegithinidae,0.0,0.0055242716,0.0,0.0027621358,0.00390625,0.0,0.00390625,0.0078125,0.0061763236,0.0091609685
family,Aeolidiidae,0.0,0.0061763236,0.0,0.012352647,0.00478416,0.0,0.0,0.007307925,0.0027621358,0.0091609685
family,Aeshnidae,1.7790976,1.4064926,0.9011233,0.74666256,0.90578616,1.3589587,1.2131499,1.4267249,0.75340486,0.76339996
family,Agamidae,1.8222773,0.70701325,0.6928719,0.7150531,3.5214136,1.6157742,0.7080241,0.69530106,0.71181864,1.9217522
family,Agaricaceae,3.0179856,1.9531727,2.080197,0.764288,3.7468154,1.4238073,0.76371455,1.934376,0.7745693,1.5569361
family,Agelenidae,0.0,0.0067658233,0.0027621358,0.0067658233,0.0061763236,0.0078125,0.0,0.0,0.008734641,0.00478416
family,Agriolimacidae,0.00956832,0.00478416,0.0,0.0,0.0,0.00390625,0.0,0.0067658233,0.008734641,0.0
family,Aizoaceae,3.1614766,0.69156706,0.6839198,2.9857364,3.1362813,3.3799684,0.6774908,0.6693307,0.6800013,0.83880115
family,Alaudidae,1.5717511,0.60697186,0.60474247,2.116808,1.6655031,0.6120317,0.61246693,0.6164492,0.6090134,0.6088364
family,Alcedinidae,1.0647368,1.7458725,0.7272756,0.72860825,1.8192606,1.2788122,1.1645763,0.73629415,0.73357886,0.728618
family,Alcidae,1.980175,0.7154915,1.4525872,0.8606795,1.7620974,1.3809762,1.1937921,0.71987104,0.7196423,0.7157675
family,Alismataceae,2.218583,0.54745203,0.5321113,0.5301911,0.5360293,2.8181581,0.54670155,5.911773,0.524212,0.80410594
family,Alligatoridae,0.54016334,0.5186189,0.55426085,0.54539686,1.5208412,2.5940776,0.52466834,2.8357968,0.5568967,0.7789547
family,Alseuosmiaceae,0.0,0.0061763236,0.0,0.00478416,0.0,0.0,0.00390625,0.0,0.0,0.0
family,Alstroemeriaceae,0.0,0.0,0.0027621358,0.0055242716,0.0,0.0061763236,0.0,0.007307925,0.0055242716,0.0
family,Altingiaceae,0.0061763236,0.0,0.00390625,0.0078125,0.00478416,0.0,0.0,0.0,0.0,0.0
family,Alydidae,0.39810926,0.40287435,0.41141626,0.39211565,0.40207225,0.40049958,0.4028674,0.38949063,0.4045567,0.42128298
family,Amanitaceae,2.870214,1.6646438,2.5547721,0.7368022,4.4979477,1.4675632,2.6012628,0.7309082,0.8220735,2.9872396
family,Amaranthaceae,4.3699784,2.6204348,1.2457296,1.9580415,1.720574,1.9132212,3.035473,3.3745189,0.7702697,0.7742545
family,Amaryllidaceae,3.2470274,2.6663795,3.2753701,1.6452466,1.6174277,2.0530589,3.05412,0.7716695,1.8986491,0.80436236
family,Ambystomatidae,2.2201943,0.71832454,0.7114846,0.7210888,0.7201955,1.4020597,2.509148,1.7157971,0.71116006,0.72963196
family,Amphinomidae,0.0,0.00478416,0.0,0.0,0.0,0.00390625,0.007307925,0.007307925,0.0055242716,0.0061763236
family,Ampullariidae,0.0,0.0,0.0,0.0055242716,0.0067658233,0.0061763236,0.0067658233,0.0,0.008286407,0.0
